Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1991,1991,No,7400,Fm,Manual Estimation
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1992,1992,No,7435,Fm,Manual Estimation
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1993,1993,No,7470,Fm,Manual Estimation
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1994,1994,No,7500,Fm,Manual Estimation
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1995,1995,No,7525,W,Data reported on country official publications or web sites (Official) or trade country files
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1996,1996,No,8480,Fm,Manual Estimation
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1997,1997,No,10435,Fm,Manual Estimation
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1998,1998,No,12390,Fm,Manual Estimation
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,1999,1999,No,14345,Fm,Manual Estimation
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,2000,2000,No,16300,Fm,Manual Estimation
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,2001,2001,No,18255,Fm,Manual Estimation
RM,Machinery,215,United Republic of Tanzania,5116,In Use,2455011,Agricultural tractors,2002,2002,No,21207,W,Data reported on country official publications or web sites (Official) or trade country files
RM,Machinery,251,Zambia,5116,In Use,2455011,Agricultural tractors,1961,1961,No,2435,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,251,Zambia,5116,In Use,2455011,Agricultural tractors,1962,1962,No,2760,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,251,Zambia,5116,In Use,2455011,Agricultural tractors,1963,1963,No,2000,F,FAO estimate
RM,Machinery,251,Zambia,5116,In Use,2455011,Agricultural tractors,1964,1964,No,1600,F,FAO estimate
RM,Machinery,251,Zambia,5116,In Use,2455011,Agricultural tractors,1965,1965,No,1600,F,FAO estimate
RM,Machinery,251,Zambia,5116,In Use,2455011,Agricultural tractors,1966,1966,No,1800,F,FAO estimate
RM,Machinery,251,Zambia,5116,In Use,2455011,Agricultural tractors,1967,1967,No,2060,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,251,Zambia,5116,In Use,2455011,Agricultural tractors,1968,1968,No,2249,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,251,Zambia,5116,In Use,2455011,Agricultural tractors,1969,1969,No,2700,F,FAO estimate
RM,Machinery,251,Zambia,5116,In Use,2455011,Agricultural tractors,1970,1970,No,3180,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,251,Zambia,5116,In Use,2455011,Agricultural tractors,1971,1971,No,3400,F,FAO estimate
RM,Machinery,251,Zambia,5116,In Use,2455011,Agricultural tractors,1972,1972,No,3600,F,FAO estimate
RM,Machinery,251,Zambia,5116,In Use,2455011,Agricultural tractors,1973,1973,No,3700,F,FAO estimate
RM,Machinery,251,Zambia,5116,In Use,2455011,Agricultural tractors,1974,1974,No,4000,F,FAO estimate
RM,Machinery,251,Zambia,5116,In Use,2455011,Agricultural tractors,1975,1975,No,4100,F,FAO estimate
RM,Machinery,251,Zambia,5116,In Use,2455011,Agricultural tractors,1976,1976,No,4200,F,FAO estimate
RM,Machinery,251,Zambia,5116,In Use,2455011,Agricultural tractors,1977,1977,No,4300,F,FAO estimate
RM,Machinery,251,Zambia,5116,In Use,2455011,Agricultural tractors,1978,1978,No,4400,F,FAO estimate
RM,Machinery,251,Zambia,5116,In Use,2455011,Agricultural tractors,1979,1979,No,4500,F,FAO estimate
RM,Machinery,251,Zambia,5116,In Use,2455011,Agricultural tractors,1980,1980,No,4640,F,FAO estimate
RM,Machinery,251,Zambia,5116,In Use,2455011,Agricultural tractors,1981,1981,No,4780,F,FAO estimate
RM,Machinery,251,Zambia,5116,In Use,2455011,Agricultural tractors,1982,1982,No,4920,F,FAO estimate
RM,Machinery,251,Zambia,5116,In Use,2455011,Agricultural tractors,1983,1983,No,5060,F,FAO estimate
RM,Machinery,251,Zambia,5116,In Use,2455011,Agricultural tractors,1984,1984,No,5200,F,FAO estimate
RM,Machinery,251,Zambia,5116,In Use,2455011,Agricultural tractors,1985,1985,No,5340,F,FAO estimate
RM,Machinery,251,Zambia,5116,In Use,2455011,Agricultural tractors,1986,1986,No,5480,F,FAO estimate
RM,Machinery,251,Zambia,5116,In Use,2455011,Agricultural tractors,1987,1987,No,5628,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,181,Zimbabwe,5116,In Use,2455011,Agricultural tractors,1961,1961,No,12567,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,181,Zimbabwe,5116,In Use,2455011,Agricultural tractors,1962,1962,No,12860,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,181,Zimbabwe,5116,In Use,2455011,Agricultural tractors,1963,1963,No,13000,F,FAO estimate
RM,Machinery,181,Zimbabwe,5116,In Use,2455011,Agricultural tractors,1964,1964,No,13300,F,FAO estimate
RM,Machinery,181,Zimbabwe,5116,In Use,2455011,Agricultural tractors,1965,1965,No,13600,F,FAO estimate
RM,Machinery,181,Zimbabwe,5116,In Use,2455011,Agricultural tractors,1966,1966,No,13900,F,FAO estimate
RM,Machinery,181,Zimbabwe,5116,In Use,2455011,Agricultural tractors,1967,1967,No,14200,F,FAO estimate
RM,Machinery,181,Zimbabwe,5116,In Use,2455011,Agricultural tractors,1968,1968,No,14300,F,FAO estimate
RM,Machinery,181,Zimbabwe,5116,In Use,2455011,Agricultural tractors,1969,1969,No,14700,F,FAO estimate
RM,Machinery,181,Zimbabwe,5116,In Use,2455011,Agricultural tractors,1970,1970,No,15000,F,FAO estimate
RM,Machinery,181,Zimbabwe,5116,In Use,2455011,Agricultural tractors,1971,1971,No,15300,F,FAO estimate
RM,Machinery,181,Zimbabwe,5116,In Use,2455011,Agricultural tractors,1972,1972,No,15500,F,FAO estimate
RM,Machinery,181,Zimbabwe,5116,In Use,2455011,Agricultural tractors,1973,1973,No,15700,F,FAO estimate
RM,Machinery,181,Zimbabwe,5116,In Use,2455011,Agricultural tractors,1974,1974,No,15800,F,FAO estimate
RM,Machinery,181,Zimbabwe,5116,In Use,2455011,Agricultural tractors,1975,1975,No,16000,F,FAO estimate
RM,Machinery,181,Zimbabwe,5116,In Use,2455011,Agricultural tractors,1976,1976,No,16400,F,FAO estimate
RM,Machinery,181,Zimbabwe,5116,In Use,2455011,Agricultural tractors,1977,1977,No,16500,F,FAO estimate
RM,Machinery,181,Zimbabwe,5116,In Use,2455011,Agricultural tractors,1978,1978,No,16600,F,FAO estimate
RM,Machinery,181,Zimbabwe,5116,In Use,2455011,Agricultural tractors,1979,1979,No,16600,F,FAO estimate
RM,Machinery,181,Zimbabwe,5116,In Use,2455011,Agricultural tractors,1980,1980,No,16717,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,181,Zimbabwe,5116,In Use,2455011,Agricultural tractors,1981,1981,No,16373,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,181,Zimbabwe,5116,In Use,2455011,Agricultural tractors,1982,1982,No,16240,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,181,Zimbabwe,5116,In Use,2455011,Agricultural tractors,1983,1983,No,15763,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,181,Zimbabwe,5116,In Use,2455011,Agricultural tractors,1984,1984,No,15876,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,181,Zimbabwe,5116,In Use,2455011,Agricultural tractors,1985,1985,No,15900,F,FAO estimate
RM,Machinery,181,Zimbabwe,5116,In Use,2455011,Agricultural tractors,1986,1986,No,16075,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,181,Zimbabwe,5116,In Use,2455011,Agricultural tractors,1987,1987,No,15925,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,181,Zimbabwe,5116,In Use,2455011,Agricultural tractors,1988,1988,No,16142,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,181,Zimbabwe,5116,In Use,2455011,Agricultural tractors,1989,1989,No,16760,F,FAO estimate
RM,Machinery,181,Zimbabwe,5116,In Use,2455011,Agricultural tractors,1990,1990,No,17380,F,FAO estimate
RM,Machinery,181,Zimbabwe,5116,In Use,2455011,Agricultural tractors,1991,1991,No,18000,F,FAO estimate
RM,Machinery,181,Zimbabwe,5116,In Use,2455011,Agricultural tractors,1992,1992,No,18615,F,FAO estimate
RM,Machinery,181,Zimbabwe,5116,In Use,2455011,Agricultural tractors,1993,1993,No,19235,F,FAO estimate
RM,Machinery,181,Zimbabwe,5116,In Use,2455011,Agricultural tractors,1994,1994,No,19850,F,FAO estimate
RM,Machinery,181,Zimbabwe,5116,In Use,2455011,Agricultural tractors,1995,1995,No,20500,F,FAO estimate
RM,Machinery,181,Zimbabwe,5116,In Use,2455011,Agricultural tractors,1996,1996,No,21069,Q,Official data reported on FAO Questionnaires from countries
RM,Machinery,181,Zimbabwe,5116,In Use,2455011,Agricultural tractors,1997,1997,No,22496,Q,Official data reported on FAO Questionnaires from countries
